Australian Bureau of Statistics

"2011 Census - Counting Employed Persons, Place of Work"
"LGA and Local Government Areas (2011 Boundaries) (POW)"
"Counting: Persons, Place of Work"

Filters:
"Default Summation","Persons, Place of Work"

"Counting","LGA","Local Government Areas (2011 Boundaries) (POW)","Count",
"Persons, Place of Work","Baw Baw (S)","Baw Baw (S)",11849
"Persons, Place of Work","Baw Baw (S)","Bayside (C)",6
"Persons, Place of Work","Baw Baw (S)","Benalla (RC)",4
"Persons, Place of Work","Baw Baw (S)","Boroondara (C)",19
"Persons, Place of Work","Baw Baw (S)","Brimbank (C)",17
"Persons, Place of Work","Baw Baw (S)","Buloke (S)",0
"Persons, Place of Work","Baw Baw (S)","Campaspe (S)",0
"Persons, Place of Work","Baw Baw (S)","Cardinia (S)",829
"Persons, Place of Work","Baw Baw (S)","Casey (C)",359
"Persons, Place of Work","Baw Baw (S)","Central Goldfields (S)",0
"Persons, Place of Work","Baw Baw (S)","Colac-Otway (S)",0
"Persons, Place of Work","Baw Baw (S)","Corangamite (S)",0
"Persons, Place of Work","Baw Baw (S)","Darebin (C)",7
"Persons, Place of Work","Baw Baw (S)","East Gippsland (S)",6
"Persons, Place of Work","Baw Baw (S)","Frankston (C)",64
"Persons, Place of Work","Baw Baw (S)","Gannawarra (S)",0
"Persons, Place of Work","Baw Baw (S)","Glen Eira (C)",26
"Persons, Place of Work","Baw Baw (S)","Glenelg (S)",0
"Persons, Place of Work","Baw Baw (S)","Golden Plains (S)",0
"Persons, Place of Work","Baw Baw (S)","Greater Bendigo (C)",0
"Persons, Place of Work","Baw Baw (S)","Greater Dandenong (C)",380
"Persons, Place of Work","Baw Baw (S)","Greater Geelong (C)",10
"Persons, Place of Work","Baw Baw (S)","Greater Shepparton (C)",0
"Persons, Place of Work","Baw Baw (S)","Hepburn (S)",0
"Persons, Place of Work","Baw Baw (S)","Hindmarsh (S)",0
"Persons, Place of Work","Baw Baw (S)","Hobsons Bay (C)",8
"Persons, Place of Work","Baw Baw (S)","Horsham (RC)",0
"Persons, Place of Work","Baw Baw (S)","Hume (C)",15
"Persons, Place of Work","Baw Baw (S)","Indigo (S)",0
"Persons, Place of Work","Baw Baw (S)","Kingston (C)",92
"Persons, Place of Work","Baw Baw (S)","Knox (C)",95
"Persons, Place of Work","Baw Baw (S)","Latrobe (C)",2124
"Persons, Place of Work","Baw Baw (S)","Loddon (S)",0
"Persons, Place of Work","Baw Baw (S)","Macedon Ranges (S)",3
"Persons, Place of Work","Baw Baw (S)","Manningham (C)",8
"Persons, Place of Work","Baw Baw (S)","Mansfield (S)",0
"Persons, Place of Work","Baw Baw (S)","Maribyrnong (C)",5
"Persons, Place of Work","Baw Baw (S)","Maroondah (C)",35
"Persons, Place of Work","Baw Baw (S)","Melbourne (C)",316
"Persons, Place of Work","Baw Baw (S)","Melton (S)",5
"Persons, Place of Work","Baw Baw (S)","Mildura (RC)",0
"Persons, Place of Work","Baw Baw (S)","Mitchell (S)",0
"Persons, Place of Work","Baw Baw (S)","Moira (S)",0
"Persons, Place of Work","Baw Baw (S)","Monash (C)",165
"Persons, Place of Work","Baw Baw (S)","Moonee Valley (C)",4
"Persons, Place of Work","Baw Baw (S)","Moorabool (S)",0
"Persons, Place of Work","Baw Baw (S)","Moreland (C)",8
"Persons, Place of Work","Baw Baw (S)","Mornington Peninsula (S)",47
"Persons, Place of Work","Baw Baw (S)","Mount Alexander (S)",0
"Persons, Place of Work","Baw Baw (S)","Moyne (S)",0
"Persons, Place of Work","Baw Baw (S)","Murrindindi (S)",4
"Persons, Place of Work","Baw Baw (S)","Nillumbik (S)",0
"Persons, Place of Work","Baw Baw (S)","Northern Grampians (S)",0
"Persons, Place of Work","Baw Baw (S)","Port Phillip (C)",40
"Persons, Place of Work","Baw Baw (S)","Pyrenees (S)",0
"Persons, Place of Work","Baw Baw (S)","Queenscliffe (B)",0
"Persons, Place of Work","Baw Baw (S)","South Gippsland (S)",188
"Persons, Place of Work","Baw Baw (S)","Southern Grampians (S)",0
"Persons, Place of Work","Baw Baw (S)","Stonnington (C)",40
"Persons, Place of Work","Baw Baw (S)","Strathbogie (S)",0
"Persons, Place of Work","Baw Baw (S)","Surf Coast (S)",0
"Persons, Place of Work","Baw Baw (S)","Swan Hill (RC)",0
"Persons, Place of Work","Baw Baw (S)","Towong (S)",0
"Persons, Place of Work","Baw Baw (S)","Wangaratta (RC)",0
"Persons, Place of Work","Baw Baw (S)","Warrnambool (C)",0
"Persons, Place of Work","Baw Baw (S)","Wellington (S)",53
"Persons, Place of Work","Baw Baw (S)","West Wimmera (S)",0
"Persons, Place of Work","Baw Baw (S)","Whitehorse (C)",59
"Persons, Place of Work","Baw Baw (S)","Whittlesea (C)",8
"Persons, Place of Work","Baw Baw (S)","Wodonga (RC)",3
"Persons, Place of Work","Baw Baw (S)","Wyndham (C)",10
"Persons, Place of Work","Baw Baw (S)","Yarra (C)",39
"Persons, Place of Work","Baw Baw (S)","Yarra Ranges (S)",39
"Persons, Place of Work","Baw Baw (S)","Yarriambiack (S)",0
"Persons, Place of Work","Baw Baw (S)","POW Capital city undefined (Greater Melbourne)",220
"Persons, Place of Work","Baw Baw (S)","Unincorporated Vic",29
"Persons, Place of Work","Baw Baw (S)","POW No Fixed Address (Vic.)",850
"Persons, Place of Work","Baw Baw (S)","POW State/Territory undefined (Vic.)",893
"Persons, Place of Work","Bayside (C)","Alpine (S)",0
"Persons, Place of Work","Bayside (C)","Ararat (RC)",0
"Persons, Place of Work","Bayside (C)","Ballarat (C)",5
"Persons, Place of Work","Bayside (C)","Banyule (C)",70
"Persons, Place of Work","Bayside (C)","Bass Coast (S)",20
"Persons, Place of Work","Bayside (C)","Baw Baw (S)",6
"Persons, Place of Work","Bayside (C)","Bayside (C)",10811
"Persons, Place of Work","Bayside (C)","Benalla (RC)",0
"Persons, Place of Work","Bayside (C)","Boroondara (C)",873
"Persons, Place of Work","Bayside (C)","Brimbank (C)",173
"Persons, Place of Work","Bayside (C)","Buloke (S)",0
"Persons, Place of Work","Bayside (C)","Campaspe (S)",3
"Persons, Place of Work","Bayside (C)","Cardinia (S)",21
"Persons, Place of Work","Bayside (C)","Casey (C)",222
"Persons, Place of Work","Bayside (C)","Central Goldfields (S)",0
"Persons, Place of Work","Bayside (C)","Colac-Otway (S)",7
"Persons, Place of Work","Bayside (C)","Corangamite (S)",0
"Persons, Place of Work","Bayside (C)","Darebin (C)",145
"Persons, Place of Work","Bayside (C)","East Gippsland (S)",0
"Persons, Place of Work","Bayside (C)","Frankston (C)",427
"Persons, Place of Work","Bayside (C)","Gannawarra (S)",0
"Persons, Place of Work","Bayside (C)","Glen Eira (C)",2079
"Persons, Place of Work","Bayside (C)","Glenelg (S)",0
"Persons, Place of Work","Bayside (C)","Golden Plains (S)",0
"Persons, Place of Work","Bayside (C)","Greater Bendigo (C)",7
"Persons, Place of Work","Bayside (C)","Greater Dandenong (C)",1007
"Persons, Place of Work","Bayside (C)","Greater Geelong (C)",41
"Persons, Place of Work","Bayside (C)","Greater Shepparton (C)",6
"Persons, Place of Work","Bayside (C)","Hepburn (S)",3
"Persons, Place of Work","Bayside (C)","Hindmarsh (S)",0
"Persons, Place of Work","Bayside (C)","Hobsons Bay (C)",197
"Persons, Place of Work","Bayside (C)","Horsham (RC)",0
"Persons, Place of Work","Bayside (C)","Hume (C)",267
"Persons, Place of Work","Bayside (C)","Indigo (S)",0
"Persons, Place of Work","Bayside (C)","Kingston (C)",4321
"Persons, Place of Work","Bayside (C)","Knox (C)",264
"Persons, Place of Work","Bayside (C)","Latrobe (C)",6
"Persons, Place of Work","Bayside (C)","Loddon (S)",0
"Persons, Place of Work","Bayside (C)","Macedon Ranges (S)",6
"Persons, Place of Work","Bayside (C)","Manningham (C)",53
"Persons, Place of Work","Bayside (C)","Mansfield (S)",5
"Persons, Place of Work","Bayside (C)","Maribyrnong (C)",177
"Persons, Place of Work","Bayside (C)","Maroondah (C)",82
"Persons, Place of Work","Bayside (C)","Melbourne (C)",9489
"Persons, Place of Work","Bayside (C)","Melton (S)",27
"Persons, Place of Work","Bayside (C)","Mildura (RC)",3
"Persons, Place of Work","Bayside (C)","Mitchell (S)",3
"Persons, Place of Work","Bayside (C)","Moira (S)",0
"Persons, Place of Work","Bayside (C)","Monash (C)",1812
"Persons, Place of Work","Bayside (C)","Moonee Valley (C)",92
"Persons, Place of Work","Bayside (C)","Moorabool (S)",5
"Persons, Place of Work","Bayside (C)","Moreland (C)",91
"Persons, Place of Work","Bayside (C)","Mornington Peninsula (S)",115
"Persons, Place of Work","Bayside (C)","Mount Alexander (S)",0
"Persons, Place of Work","Bayside (C)","Moyne (S)",0
"Persons, Place of Work","Bayside (C)","Murrindindi (S)",4
"Persons, Place of Work","Bayside (C)","Nillumbik (S)",12
"Persons, Place of Work","Bayside (C)","Northern Grampians (S)",0
"Persons, Place of Work","Bayside (C)","Port Phillip (C)",2859
"Persons, Place of Work","Bayside (C)","Pyrenees (S)",0
"Persons, Place of Work","Bayside (C)","Queenscliffe (B)",3
"Persons, Place of Work","Bayside (C)","South Gippsland (S)",9
"Persons, Place of Work","Bayside (C)","Southern Grampians (S)",5
"Persons, Place of Work","Bayside (C)","Stonnington (C)",1615
"Persons, Place of Work","Bayside (C)","Strathbogie (S)",0
"Persons, Place of Work","Bayside (C)","Surf Coast (S)",5
"Persons, Place of Work","Bayside (C)","Swan Hill (RC)",0
"Persons, Place of Work","Bayside (C)","Towong (S)",0
"Persons, Place of Work","Bayside (C)","Wangaratta (RC)",7
"Persons, Place of Work","Bayside (C)","Warrnambool (C)",4
"Persons, Place of Work","Bayside (C)","Wellington (S)",4
"Persons, Place of Work","Bayside (C)","West Wimmera (S)",0
"Persons, Place of Work","Bayside (C)","Whitehorse (C)",406
"Persons, Place of Work","Bayside (C)","Whittlesea (C)",48
"Persons, Place of Work","Bayside (C)","Wodonga (RC)",0
"Persons, Place of Work","Bayside (C)","Wyndham (C)",138
"Persons, Place of Work","Bayside (C)","Yarra (C)",1128
"Persons, Place of Work","Bayside (C)","Yarra Ranges (S)",30
"Persons, Place of Work","Bayside (C)","Yarriambiack (S)",0
"Persons, Place of Work","Bayside (C)","POW Capital city undefined (Greater Melbourne)",1151
"Persons, Place of Work","Bayside (C)","Unincorporated Vic",21
"Persons, Place of Work","Bayside (C)","POW No Fixed Address (Vic.)",1233
"Persons, Place of Work","Bayside (C)","POW State/Territory undefined (Vic.)",899
"Persons, Place of Work","Benalla (RC)","Alpine (S)",8
"Persons, Place of Work","Benalla (RC)","Ararat (RC)",0
"Persons, Place of Work","Benalla (RC)","Ballarat (C)",0
"Persons, Place of Work","Benalla (RC)","Banyule (C)",4
"Persons, Place of Work","Benalla (RC)","Bass Coast (S)",0
"Persons, Place of Work","Benalla (RC)","Baw Baw (S)",0
"Persons, Place of Work","Benalla (RC)","Bayside (C)",0
"Persons, Place of Work","Benalla (RC)","Benalla (RC)",4245
"Persons, Place of Work","Benalla (RC)","Boroondara (C)",0
"Persons, Place of Work","Benalla (RC)","Brimbank (C)",3
"Persons, Place of Work","Benalla (RC)","Buloke (S)",0
"Persons, Place of Work","Benalla (RC)","Campaspe (S)",3
"Persons, Place of Work","Benalla (RC)","Cardinia (S)",0
"Persons, Place of Work","Benalla (RC)","Casey (C)",0
"Persons, Place of Work","Benalla (RC)","Central Goldfields (S)",0
"Persons, Place of Work","Benalla (RC)","Colac-Otway (S)",0
"Persons, Place of Work","Benalla (RC)","Corangamite (S)",0
"Persons, Place of Work","Benalla (RC)","Darebin (C)",8
"Persons, Place of Work","Benalla (RC)","East Gippsland (S)",0
"Persons, Place of Work","Benalla (RC)","Frankston (C)",0
"Persons, Place of Work","Benalla (RC)","Gannawarra (S)",0
"Persons, Place of Work","Benalla (RC)","Glen Eira (C)",0
"Persons, Place of Work","Benalla (RC)","Glenelg (S)",0
"Persons, Place of Work","Benalla (RC)","Golden Plains (S)",0
"Persons, Place of Work","Benalla (RC)","Greater Bendigo (C)",3
"Persons, Place of Work","Benalla (RC)","Greater Dandenong (C)",8
"Persons, Place of Work","Benalla (RC)","Greater Geelong (C)",9
"Persons, Place of Work","Benalla (RC)","Greater Shepparton (C)",196
"Persons, Place of Work","Benalla (RC)","Hepburn (S)",0
"Persons, Place of Work","Benalla (RC)","Hindmarsh (S)",0
"Persons, Place of Work","Benalla (RC)","Hobsons Bay (C)",0
"Persons, Place of Work","Benalla (RC)","Horsham (RC)",0
"Persons, Place of Work","Benalla (RC)","Hume (C)",6
"Persons, Place of Work","Benalla (RC)","Indigo (S)",3
"Persons, Place of Work","Benalla (RC)","Kingston (C)",3
"Persons, Place of Work","Benalla (RC)","Knox (C)",3
"Persons, Place of Work","Benalla (RC)","Latrobe (C)",0
"Persons, Place of Work","Benalla (RC)","Loddon (S)",0
"Persons, Place of Work","Benalla (RC)","Macedon Ranges (S)",0
"Persons, Place of Work","Benalla (RC)","Manningham (C)",0
"Persons, Place of Work","Benalla (RC)","Mansfield (S)",57
"Persons, Place of Work","Benalla (RC)","Maribyrnong (C)",0
"Persons, Place of Work","Benalla (RC)","Maroondah (C)",0
"Persons, Place of Work","Benalla (RC)","Melbourne (C)",24
"Persons, Place of Work","Benalla (RC)","Melton (S)",0
"Persons, Place of Work","Benalla (RC)","Mildura (RC)",0
"Persons, Place of Work","Benalla (RC)","Mitchell (S)",11
"Persons, Place of Work","Benalla (RC)","Moira (S)",20
"Persons, Place of Work","Benalla (RC)","Monash (C)",8
"Persons, Place of Work","Benalla (RC)","Moonee Valley (C)",0
"Persons, Place of Work","Benalla (RC)","Moorabool (S)",0
"Persons, Place of Work","Benalla (RC)","Moreland (C)",0
"Persons, Place of Work","Benalla (RC)","Mornington Peninsula (S)",3
"Persons, Place of Work","Benalla (RC)","Mount Alexander (S)",0
"Persons, Place of Work","Benalla (RC)","Moyne (S)",0
"Persons, Place of Work","Benalla (RC)","Murrindindi (S)",7
"Persons, Place of Work","Benalla (RC)","Nillumbik (S)",0
"Persons, Place of Work","Benalla (RC)","Northern Grampians (S)",0
"Persons, Place of Work","Benalla (RC)","Port Phillip (C)",0
"Persons, Place of Work","Benalla (RC)","Pyrenees (S)",0
"Persons, Place of Work","Benalla (RC)","Queenscliffe (B)",0
"Persons, Place of Work","Benalla (RC)","South Gippsland (S)",0
"Persons, Place of Work","Benalla (RC)","Southern Grampians (S)",0
"Persons, Place of Work","Benalla (RC)","Stonnington (C)",6
"Persons, Place of Work","Benalla (RC)","Strathbogie (S)",78
"Persons, Place of Work","Benalla (RC)","Surf Coast (S)",0
"Persons, Place of Work","Benalla (RC)","Swan Hill (RC)",0
"Persons, Place of Work","Benalla (RC)","Towong (S)",0
"Persons, Place of Work","Benalla (RC)","Wangaratta (RC)",418
"Persons, Place of Work","Benalla (RC)","Warrnambool (C)",0
"Persons, Place of Work","Benalla (RC)","Wellington (S)",0
"Persons, Place of Work","Benalla (RC)","West Wimmera (S)",0
"Persons, Place of Work","Benalla (RC)","Whitehorse (C)",3
"Persons, Place of Work","Benalla (RC)","Whittlesea (C)",0
"Persons, Place of Work","Benalla (RC)","Wodonga (RC)",8
"Persons, Place of Work","Benalla (RC)","Wyndham (C)",5
"Persons, Place of Work","Benalla (RC)","Yarra (C)",6
"Persons, Place of Work","Benalla (RC)","Yarra Ranges (S)",5
"Persons, Place of Work","Benalla (RC)","Yarriambiack (S)",0
"Persons, Place of Work","Benalla (RC)","POW Capital city undefined (Greater Melbourne)",4
"Persons, Place of Work","Benalla (RC)","Unincorporated Vic",7
"Persons, Place of Work","Benalla (RC)","POW No Fixed Address (Vic.)",196
"Persons, Place of Work","Benalla (RC)","POW State/Territory undefined (Vic.)",409
"Persons, Place of Work","Boroondara (C)","Alpine (S)",3
"Persons, Place of Work","Boroondara (C)","Ararat (RC)",0
"Persons, Place of Work","Boroondara (C)","Ballarat (C)",26
"Persons, Place of Work","Boroondara (C)","Banyule (C)",1264
"Persons, Place of Work","Boroondara (C)","Bass Coast (S)",25
"Persons, Place of Work","Boroondara (C)","Baw Baw (S)",22
"Persons, Place of Work","Boroondara (C)","Bayside (C)",362
"Persons, Place of Work","Boroondara (C)","Benalla (RC)",4
"Persons, Place of Work","Boroondara (C)","Boroondara (C)",19422
"Persons, Place of Work","Boroondara (C)","Brimbank (C)",373
"Persons, Place of Work","Boroondara (C)","Buloke (S)",0
"Persons, Place of Work","Boroondara (C)","Campaspe (S)",7
"Persons, Place of Work","Boroondara (C)","Cardinia (S)",35
"Persons, Place of Work","Boroondara (C)","Casey (C)",330
"Persons, Place of Work","Boroondara (C)","Central Goldfields (S)",0
"Persons, Place of Work","Boroondara (C)","Colac-Otway (S)",7
"Persons, Place of Work","Boroondara (C)","Corangamite (S)",6
"Persons, Place of Work","Boroondara (C)","Darebin (C)",1095
"Persons, Place of Work","Boroondara (C)","East Gippsland (S)",13
"Persons, Place of Work","Boroondara (C)","Frankston (C)",156
"Persons, Place of Work","Boroondara (C)","Gannawarra (S)",0
"Persons, Place of Work","Boroondara (C)","Glen Eira (C)",918
"Persons, Place of Work","Boroondara (C)","Glenelg (S)",3
"Persons, Place of Work","Boroondara (C)","Golden Plains (S)",0
"Persons, Place of Work","Boroondara (C)","Greater Bendigo (C)",30
"Persons, Place of Work","Boroondara (C)","Greater Dandenong (C)",989
"Persons, Place of Work","Boroondara (C)","Greater Geelong (C)",114
"Persons, Place of Work","Boroondara (C)","Greater Shepparton (C)",15
"Persons, Place of Work","Boroondara (C)","Hepburn (S)",3
"Persons, Place of Work","Boroondara (C)","Hindmarsh (S)",0
"Persons, Place of Work","Boroondara (C)","Hobsons Bay (C)",249
"Persons, Place of Work","Boroondara (C)","Horsham (RC)",0
"Persons, Place of Work","Boroondara (C)","Hume (C)",648
"Persons, Place of Work","Boroondara (C)","Indigo (S)",0
"Persons, Place of Work","Boroondara (C)","Kingston (C)",931
"Persons, Place of Work","Boroondara (C)","Knox (C)",878
"Persons, Place of Work","Boroondara (C)","Latrobe (C)",20
"Persons, Place of Work","Boroondara (C)","Loddon (S)",0
"Persons, Place of Work","Boroondara (C)","Macedon Ranges (S)",20
"Persons, Place of Work","Boroondara (C)","Manningham (C)",1169
"Persons, Place of Work","Boroondara (C)","Mansfield (S)",3
"Persons, Place of Work","Boroondara (C)","Maribyrnong (C)",387
"Persons, Place of Work","Boroondara (C)","Maroondah (C)",675
"Persons, Place of Work","Boroondara (C)","Melbourne (C)",21387
"Persons, Place of Work","Boroondara (C)","Melton (S)",46
"Persons, Place of Work","Boroondara (C)","Mildura (RC)",6
"Persons, Place of Work","Boroondara (C)","Mitchell (S)",16
"Persons, Place of Work","Boroondara (C)","Moira (S)",4
"Persons, Place of Work","Boroondara (C)","Monash (C)",3289
"Persons, Place of Work","Boroondara (C)","Moonee Valley (C)",379
"Persons, Place of Work","Boroondara (C)","Moorabool (S)",9
"Persons, Place of Work","Boroondara (C)","Moreland (C)",585
"Persons, Place of Work","Boroondara (C)","Mornington Peninsula (S)",85
"Persons, Place of Work","Boroondara (C)","Mount Alexander (S)",3
"Persons, Place of Work","Boroondara (C)","Moyne (S)",4
"Persons, Place of Work","Boroondara (C)","Murrindindi (S)",19
"Persons, Place of Work","Boroondara (C)","Nillumbik (S)",130
"Persons, Place of Work","Boroondara (C)","Northern Grampians (S)",3
"Persons, Place of Work","Boroondara (C)","Port Phillip (C)",2726
"Persons, Place of Work","Boroondara (C)","Pyrenees (S)",0
"Persons, Place of Work","Boroondara (C)","Queenscliffe (B)",0
"Persons, Place of Work","Boroondara (C)","South Gippsland (S)",13
"Persons, Place of Work","Boroondara (C)","Southern Grampians (S)",0
"Persons, Place of Work","Boroondara (C)","Stonnington (C)",3510
"Persons, Place of Work","Boroondara (C)","Strathbogie (S)",10
"Persons, Place of Work","Boroondara (C)","Surf Coast (S)",3
"Persons, Place of Work","Boroondara (C)","Swan Hill (RC)",3
"Persons, Place of Work","Boroondara (C)","Towong (S)",4
"Persons, Place of Work","Boroondara (C)","Wangaratta (RC)",8
"Persons, Place of Work","Boroondara (C)","Warrnambool (C)",6
"Persons, Place of Work","Boroondara (C)","Wellington (S)",10
"Persons, Place of Work","Boroondara (C)","West Wimmera (S)",0
"Persons, Place of Work","Boroondara (C)","Whitehorse (C)",3750
"Persons, Place of Work","Boroondara (C)","Whittlesea (C)",409
"Persons, Place of Work","Boroondara (C)","Wodonga (RC)",3
"Persons, Place of Work","Boroondara (C)","Wyndham (C)",213
"Persons, Place of Work","Boroondara (C)","Yarra (C)",5439
"Persons, Place of Work","Boroondara (C)","Yarra Ranges (S)",261
"Persons, Place of Work","Boroondara (C)","Yarriambiack (S)",0
"Persons, Place of Work","Boroondara (C)","POW Capital city undefined (Greater Melbourne)",2153
"Persons, Place of Work","Boroondara (C)","Unincorporated Vic",18
"Persons, Place of Work","Boroondara (C)","POW No Fixed Address (Vic.)",1725
"Persons, Place of Work","Boroondara (C)","POW State/Territory undefined (Vic.)",1641
"Persons, Place of Work","Brimbank (C)","Alpine (S)",0
"Persons, Place of Work","Brimbank (C)","Ararat (RC)",0
